,program_id,title,description,level,goal,equipment,program_length,time_per_workout,total_exercises,workout_frequency,primary_level,primary_goal,training_style,intensity_score
120,FP000121,Functional Building Approach,"High-volume PPL program hitting each muscle group twice weekly for maximum hypertrophy.

This 11-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Intermediate trainees pursuing Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency, tempo variations.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs",['Intermediate'],['Strength'],Garage Gym,11,45,340,6,Intermediate,Strength,Push/Pull/Legs,9.0
121,FP000122,Core Training System,"Advanced training methodology blending strength and hypertrophy training principles.

This 7-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Advanced lifters seeking improvements in Bodyweight Fitness, Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, drop sets for muscle fatigue, rest-pause techniques.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest",['Advanced'],"['Bodyweight Fitness', 'Bodybuilding']",At Home,7,30,219,3,Advanced,Bodyweight Fitness,Other,6.0
122,FP000123,4-Day Body Part Split Split,"5-day program combining powerlifting and bodybuilding approaches for strength and size.

This 1-week PHAT program features 5 weekly sessions, combining power training (2 days) with hypertrophy-focused bodybuilding (3 days). Designed for Novice lifters seeking improvements in Bodyweight Fitness, Muscle & Sculpting, Powerlifting.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Monday: Upper Power
Tuesday: Lower Power
Wednesday: Back & Shoulders Hypertrophy
Thursday: Lower Hypertrophy
Friday: Chest & Arms Hypertrophy
Saturday: Rest
Sunday: Rest",['Novice'],"['Bodyweight Fitness', 'Muscle & Sculpting', 'Powerlifting']",Dumbbell Only,1,50,34,3,Novice,Bodyweight Fitness,Other,5.0
123,FP000124,Fundamental Core Method,"Efficient full-body program designed for balanced development and maximum muscle recruitment.

This 10-week full body program includes 4 training sessions per week, targeting all major muscle groups each session with a focus on compound lifts. Designed for Advanced, Novice trainees seeking Strength, Powerbuilding, Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include periodized intensity and volume.

Weekly Schedule:
Tuesday: Full Body
Wednesday: Full Body
Friday: Full Body
Saturday: Full Body","['Advanced', 'Novice']","['Strength', 'Powerbuilding', 'Powerlifting']",Full Gym,10,75,479,3,Advanced,Strength,Full Body,8.0
124,FP000125,Fundamental Power Split,"Full-body approach with additional volume for lagging or prioritized muscle groups.

This 8-week Full Body with Specialization program includes 6 training sessions per week, structured to optimize gains for Novice individuals pursuing Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, drop sets for muscle fatigue, tempo variations.

Weekly Schedule:
Monday: Training
Wednesday: Training
Thursday: Training
Friday: Training
Saturday: Training
Sunday: Training",['Novice'],['Strength'],At Home,8,30,161,3,Novice,Strength,Full Body,4.0
125,FP000126,Push/Pull Powerlifting Program,"Focus on compound movements at the beginning of each session followed by targeted isolation work.

This 12-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Beginner, Advanced lifters focusing on Powerbuilding.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, periodized intensity and volume, supersets for efficiency.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body","['Beginner', 'Advanced']",['Powerbuilding'],At Home,12,80,378,6,Beginner,Powerbuilding,Upper/Lower,8.0
126,FP000127,Full Body Powerbuilding Program,"Structured upper/lower split allowing for high training frequency while managing fatigue.

This 13-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Advanced lifters focusing on Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, periodized intensity and volume, strategic deloads, supersets for efficiency.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body",['Advanced'],['Strength'],Garage Gym,13,70,546,6,Advanced,Strength,Upper/Lower,10.0
127,FP000128,6-Day Upper/Lower/Push/Pull/Legs Split,"Advanced training split hitting each muscle group multiple times weekly.

This 2-week ULPPL program includes 3 training sessions per week, structured to optimize gains for Advanced, Novice individuals pursuing Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include periodized intensity and volume, strategic deloads, supersets for efficiency.

Weekly Schedule:
Monday: Training
Thursday: Training
Saturday: Training","['Advanced', 'Novice']",['Weight Loss'],Garage Gym,2,30,64,6,Advanced,Weight Loss,Push/Pull/Legs,9.0
128,FP000129,Push/Pull General Fitness Program,"Specialized program alternating between heavy compound lifts and higher-rep hypertrophy work.

This 3-week PHUL program combines strength and hypertrophy training over 4 weekly sessions, with 2 power days followed by 2 hypertrophy days. Suitable for Beginner, Advanced, Novice trainees looking to improve General Fitness.

Exercise selection focuses on fundamental movement patterns that develop overall fitness, with a balanced approach to strength and conditioning. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue.

Weekly Schedule:
Monday: Upper Power
Wednesday: Lower Power
Friday: Upper Hypertrophy
Saturday: Lower Hypertrophy","['Beginner', 'Advanced', 'Novice']",['General Fitness'],Full Gym,3,100,133,4,Beginner,General Fitness,Other,7.0
129,FP000130,MuscleForge Elite,"Focus on compound movements at the beginning of each session followed by targeted isolation work.

This 2-week upper/lower split features 4 weekly sessions (2 upper body and 2 lower body), perfect for Novice lifters focusing on Athletics, Bodyweight Fitness, Strength.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include periodized intensity and volume, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Thursday: Upper Body
Friday: Lower Body",['Novice'],"['Athletics', 'Bodyweight Fitness', 'Strength']",Full Gym,2,45,54,4,Novice,Athletics,Upper/Lower,6.0
130,FP000131,4-Day Push/Pull/Legs (PPL) Split,"6-day training split targeting pushing muscles, pulling muscles, and legs on separate days.

This 16-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Beginner trainees pursuing Bodybuilding.

Exercise selection focuses on a mix of compound and isolation movements with emphasis on mind-muscle connection and targeted volume for maximum hypertrophy. 

Program features include progressive overload mechanisms.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs",['Beginner'],['Bodybuilding'],Dumbbell Only,16,90,600,6,Beginner,Bodybuilding,Push/Pull/Legs,9.0
131,FP000132,Explosive Strength Method,"Popular 6-day training split focusing on related muscle groups each session.

This 11-week PPL program involves 6 weekly sessions (2 push, 2 pull, and 2 leg days), ideal for Intermediate, Advanced, Beginner trainees pursuing Bodyweight Fitness, Powerbuilding, General Fitness.

Exercise selection focuses on heavy compound lifts for strength development combined with strategic isolation work for balanced muscle development and aesthetics. 

Program features include progressive overload mechanisms, drop sets for muscle fatigue, rest-pause techniques, autoregulation guidelines.

Weekly Schedule:
Monday: Push
Tuesday: Pull
Wednesday: Legs
Thursday: Push
Friday: Pull
Saturday: Legs","['Intermediate', 'Advanced', 'Beginner']","['Bodyweight Fitness', 'Powerbuilding', 'General Fitness']",Garage Gym,11,40,192,6,Intermediate,Bodyweight Fitness,Push/Pull/Legs,8.0
132,FP000133,Balanced Conditioning Regimen,"Efficient training structure hitting each movement pattern twice weekly.

This 10-week Push/Pull program includes 5 training sessions per week, structured to optimize gains for Intermediate, Novice individuals pursuing General Fitness, Weight Loss.

Exercise selection focuses on efficient compound movements arranged for optimal caloric expenditure, while preserving muscle mass during fat loss. 

Program features include periodized intensity and volume, supersets for efficiency, autoregulation guidelines.

Weekly Schedule:
Tuesday: Training
Wednesday: Training
Friday: Training
Saturday: Training
Sunday: Training","['Intermediate', 'Novice']","['General Fitness', 'Weight Loss']",Garage Gym,10,120,454,4,Intermediate,General Fitness,Other,9.0
133,FP000134,Athletic Powerbuilding Builder,"Train upper body twice and lower body twice per week for balanced development and recovery.

This 9-week upper/lower split features 6 weekly sessions (3 upper body and 3 lower body), perfect for Beginner, Novice lifters focusing on General Fitness, Athletics, Powerlifting.

Exercise selection focuses on key compound movements (squat, bench press, deadlift) with proper accessory work to build maximum strength and power. 

Program features include progressive overload mechanisms, autoregulation guidelines.

Weekly Schedule:
Monday: Upper Body
Tuesday: Lower Body
Wednesday: Upper Body
Thursday: Lower Body
Friday: Upper Body
Saturday: Lower Body","['Beginner', 'Novice']","['General Fitness', 'Athletics', 'Powerlifting']",Garage Gym,9,30,276,6,Beginner,General Fitness,Upper/Lower,6.0
